Cód. Oficina,Nombre Oficina,Municipio,Departamento,Días de apertura,Dirección,Extension,Teléfono
1302,ABEJORRAL,Abejorral,Antioquia,MARTES A SABADO,Carrera 50 No.49-48/50,24107   41134   41213   41506,6013821400
5111,ABREGO,Abrego,Norte de Santander,LUNES A VIERNES,Calle 14 N° 5-60,27111   45097   45289   45308   45314   45334,6013821400
4503,ACACIAS,Acacías,Meta,LUNES A VIERNES,Carrera 17 No. 12 - 51,21740   42106   42166   42352   42550   42582   42626   42654   42713,6013821400
3301,ACANDI,Acandí,Chocó,LUNES A VIERNES,Calle Ppal.  Calle Las  Flores con Calle CONSISTORIAL,41068   24965   41233,6013821400
3901,ACEVEDO,Acevedo,Huila,MARTES A VIERNES Y      SÁBADO,Carrera 4 No 6 -19/25 Acevedo - Huila,49088   28685   49230   49236   49267   49366   49464   49640   49662,6013821400
1203,ACHI,Achí,Bolívar,LUNES A VIERNES,Carrera 7 No.11-27 Las Delicias Centro,25100   44027   44180   44491,6013821400
3902,AGRADO,Agrado,Huila,MARTES A VIERNES Y      SÁBADO,Carrera 4 No 5-16 Parque Central.,28909   49121   49567   49572,6013821400
3110,AGUA DE DIOS,Agua De Dios,Cundinamarca,LUNES A VIERNES,Carrera 9 No.14-02/08,21213   42033   42321   42426   42614,6013821400
2401,AGUACHICA,Aguachica,Cesar,LUNES A VIERNES,Calle 5 No. 22-33,27330   27331   45013   45124   45206   45213   45227   45249   45250   45258   45313   45328   45424   45466   45470   45471   45497,6013821400
1801,AGUADAS,Aguadas,Caldas,MARTES A SABADO,Calle 7 No. 5-20,26300   43067   43184   43236   43239   43279   43319,6013821400
8601,AGUAZUL,Aguazul,Casanare,LUNES A VIERNES,Carrera 18 No 9-31,25605   47108   47222   47344   47386   47484   47553,6013821400
3908,AIPE,Aipe,Huila,LUNES A VIERNES,Calle 5 CRA 4-12 ESQUINA,27997   49063   49235   49493,6013821400
7501,ALBANIA,Albania,Caquetá,LUNES A VIERNES,Carrera 4 No. 5 -56 parque Principal - Centro,28861   49056   49283   49327   49335   49468   49486   49587   49657,6013821400
6901,ALCALA,Alcalá,Valle del Cauca,MARTES A SABADO,Calle 5 No.9-27,43033   26490   43112   43115   43136,6013821400
1471,ALEJANDRIA,Alejandría,Antioquia,MARTES A SABADO,Calle 20 No.19-34/36,24348   41045   41429,6013821400
3903,ALGECIRAS,Algeciras,Huila,MARTES A VIERNES Y      SÁBADO,CARRERA 5 N° 6- 59 local 101,28686   49015   49162   49212   49371   49405   49424   49663,6013821400
2171,ALMAGUER,Almaguer,Cauca,MARTES A SABADO,Calle 4 No.4-56,46053   22370   46342,6013821400
6623,ALPUJARRA,Alpujarra,Tolima,MARTES A VIERNES Y      SÁBADO,"Carrera 5 Calle 5 Esquina - fente al Parque Principal ""Palacio Municipal""",25983   49083   49381,6013821400
3909,ALTAMIRA,Altamira,Huila,MARTES A VIERNES Y      SÁBADO,"Calle 4 solar, hoy calle 6 sin nomenclatura",28918   49092   49231,6013821400
1334,ALTAMIRA (Corregimiento del municipio de Betulia - Antioquia),Betulia,Antioquia,MARTES A SABADO,Calle 10 No. 8-02 Local 201,24117   41095   41219   41321   41515   41620,6013821400
6605,ALVARADO,Alvarado,Tolima,MARTES A VIERNES Y      SÁBADO,Calle 3 No 3-18/22/24 Barrio Centro,49080   25834   49173   49584,6013821400
1350,AMAGA,Amagá,Antioquia,MARTES A SABADO,CALLE 50 N° 51 – 15,24460   41156   41241   41418   41488   41526   41677   41723,6013821400
3106,ANAPOIMA,Anapoima,Cundinamarca,LUNES A VIERNES,Calle 8 No. 2-14,21200   42105   42192   42464   42693,6013821400
4811,ANCUYA,Ancuyá,Nariño,MARTES A SABADO,Calle 2 No.3-59 Palacio Municipal,22189   46113   46561   46584,6013821400
1301,ANDES,Andes,Antioquia,MARTES A SABADO,CARRERA 51 N° 48-40,24504   41111   41234   41275   41447   41507   41613   41675   41690,6013821400
1309,ANGELOPOLIS,Angelópolis,Antioquia,MARTES A SABADO,Calle 11 No. 11 - 43/45,24109   41059   41349,6013821400
1314,ANGOSTURA,Angostura,Antioquia,LUNES A VIERNES,Calle 11 No.9-38 Palacio Municipal - Primer Piso.,24111   41113   41614,6013821400
3107,ANOLAIMA,Anolaima,Cundinamarca,LUNES A VIERNES,Carrera 4 No. 4-02,21207   42086   42537   42613,6013821400
1316,ANORI,Anorí,Antioquia,MARTES A SABADO,Calle 10 No. 8-02 Local 201,41037   41277   41644   24113,6013821400
1825,ANSERMA,Anserma,Caldas,MARTES A VIERNES Y      SÁBADO,CALLE 7 No. 4-01,26543   43077   43146   43164   43254   43295,6013821400
6935,ANSERMANUEVO,Ansermanuevo,Valle del Cauca,MARTES A SABADO,CRA.4 BIS # 6-93,43055   26500   43263   43268   43313   43355   43356,6013821400
1317,ANZA,Anza,Antioquia,MARTES A SABADO,Calle 10 No.10-24/28  Parque Principal,24310   41117   41403   41548,6013821400
6627,ANZOATEGUI,Anzoátegui,Tolima,MARTES A VIERNES Y      SÁBADO,Carrera 3 No. 11-60,49126   25991   49442   49648,6013821400
1352,APARTADO,Apartadó,Antioquia,LUNES A VIERNES,Calle 96 No. 100-69,24240   24241   41006   41071   41197   41301   41355   41408   41419   41450   41544   41545   41582,6013821400
5740,APIA,Apía,Risaralda,MARTES A SABADO,CRA 8 No 7 -44 / 66,26174   43054   43109   43205   43233   43259   43298,6013821400
3109,APULO,Apulo,Cundinamarca,LUNES A VIERNES,Carrera 4 No. 11-65 Avenida Colombia Barrio Centro,42053   21210   42398   42538,6013821400
1501,AQUITANIA,Aquitania,Boyacá,LUNES A VIERNES,Calle 7 No.6-34,28400   47096   47207   47276   47366   47377   47410   47555,6013821400
4212,ARACATACA,Aracataca,Magdalena,LUNES A VIERNES,CALLE  6  Nº. 2-76     Carrera 3 No. 6-06,25610   44096   44151   44305   44349   44369   44410   44474,6013821400
1850,ARANZAZU,Aranzazu,Caldas,MARTES A SABADO,CRA 5 No 6 - 24 Plaza Principal,26142   43013   43283,6013821400
6010,ARATOCA,Aratoca,Santander,LUNES A VIERNES,CRA. 4 N° 4-56,45085   27158   45439,6013821400
7303,ARAUCA,Arauca,Arauca,LUNES A VIERNES,Calle 20 N. 20-05,21314   42009   42127   42161   42295   42481   42557   42632   42717,6013821400
1840,PALESTINA-CALDAS,Palestina,Caldas,MARTES A SABADO,Calle 8 12 10 /20,26138   43021   43221   43285,6013821400
7305,ARAUQUITA,Arauquita,Arauca,LUNES A VIERNES,CALLE 3 No. 4-48,21860   42094   42388   42420   42434   42484   42506   42559,6013821400
3113,ARBELAEZ,Arbeláez,Cundinamarca,LUNES A VIERNES,Calle 8 No.7-08/10,21219   42088   42292   42599   42625   42687,6013821400
5112,ARBOLEDAS,Arboledas,Norte de Santander,MARTES A SABADO,Calle 4 N° 5-50,27116   45089   45427,6013821400
1318,ARBOLETES,Arboletes,Antioquia,LUNES A VIERNES,CaLLE 29 No. 31 - 10 - Calle 31 No. 28 -06 Centro,24320   41036   41198   41208   41289   41645   41719,6013821400
1502,ARCABUCO,Arcabuco,Boyacá,LUNES A VIERNES,Cra.6 No.4-09,28263   47032   47374   47444   47530,6013821400
1330,ARGELIA,Argelia,Antioquia,MARTES A SABADO,Calle 30 No. 30-07/09,24115   41058   41482   41041   41551,6013821400
2115,ARGELIA,Argelia,Cauca,MARTES A SABADO,Calle 3 No. 3-13/19/25 Frente al Parque Principal,22141   46028   46156   46615,6013821400
1215,ARJONA,Arjona,Bolívar,LUNES A VIERNES,Carrera 41 No. 44 -89 Calle del Coco,25320   44038   44136   44163   44242   44415   44441   44462,6013821400
1349,ARMENIA,Armenia,Antioquia,MARTES A SABADO,Calle 10 No.8-04,24132,6013821400
5401,ARMENIA,Armenia,Quindio,LUNES A VIERNES,CARRERA 13 No.17/47/59 Centro Comercial La 13,26158   26159   26170   43022   43089   43104   43152   43159   43229   43241   43256   43287   43302   43334   43353,6013821400
2402,ASTREA,Astrea,Cesar,LUNES A VIERNES,CALLE   7   Nº.  3-03,25125   44105   44259   44299   44501,6013821400
6649,ATACO,Ataco,Tolima,MARTES A VIERNES Y      SÁBADO,CRA.5 No.8-07      Cra. 5-7-17,26248   49036   49193   49248   49276   49650   49678,6013821400
2701,AYAPEL,Ayapel,Córdoba,LUNES A VIERNES,Calle 8 A No.1 - 48 - Centro Comercial Bulevar - Ayapel - Córdoba,41141   41568   41579   41632   41725   24830,6013821400
3309,BAHIA SOLANO,Bahía Solano,Chocó,LUNES A VIERNES,Cra.3A No.2-10,41125   24990,6013821400
5725,BALBOA,Balboa,Risaralda,MARTES A SABADO,CARRERA 8 No 7 - 45,26168   43065   43258,6013821400
2103,BALBOA,Balboa,Cauca,MARTES A SABADO,Calle 5 No. 2-32,22320   46065   46246   46457,6013821400
1622,BARANOA,Baranoa,Atlántico,LUNES A VIERNES,Carrera 19  Nº.  16-52   Plaza de Baranoa,25400   25401   44015   44244   44318   44408   44416   44494,6013821400
3912,BARAYA,Baraya,Huila,MARTES A SABADO,Calle 2C No.6-64,49045   28688   49288,6013821400
4860,BARBACOAS,Barbacoas,Nariño,LUNES A VIERNES,Cra. 8 No. 4-36/70 Paso Grande - Calle Tomas Cipriano de Mosquera,46034   22470   46192   46409   46438   46531,6013821400
6024,BARBOSA,Barbosa,Santander,LUNES A VIERNES,CALLE 8 N° 8 – 22,28670   47035   47137   47219   47270   47283   47350   47402   47507,6013821400
5430,BARCELONA (Corregimiento del municipio de Calarcá - Quindio ),Calarca,Quindio,MARTES A SABADO,CRA 11 CALLE 11  Esquina,26157   43023   43122   43176   43324,6013821400
6025,BARICHARA,Barichara,Santander,LUNES A VIERNES,CALLE 5 N° 6 - 35,27682   45058   45390,6013821400
6020,BARRANCABERMEJA,Barrancabermeja,Santander,LUNES A VIERNES,CALLE 49 N° 5-03 Sector Comercial,27540   27541   27542   45010   45043   45118   45140   45155   45209   45283   45316   45336   45337   45401   45455,6013821400
1601,BARRANQUILLA ( PRINCIPAL ),Barranquilla,Atlántico,LUNES A VIERNES,Carrera 46 No.45-50,25380   25381   25382   25383   44005   44010   44047   44074   44125   44138   44141   44176   44190   44275   44293   44296   44317   44336   44338   44365   44375   44376   44394   44428   44444   44447   44480   44483   44496   44510,6013821400
1610,BARRANQUILLA PRADO,Barranquilla,Atlántico,LUNES A VIERNES,"calle 77B No 59-61 Edificio Torre 2 Centro empresarial las américas, Local comercial 104",25390   44014   44116   44142   44186   44228   44233   44284   44294   44316   44407,6013821400
2405,BECERRIL,Becerril,Cesar,LUNES A VIERNES,Carrera 7 Calle 10 esquina. Barrio Palmaritos Nuevo Palacio Municipal,25127   44030   44246,6013821400
1820,BELALCAZAR,Belalcázar,Caldas,MARTES A SABADO,Carrera 5 No. 14 - 24,43051   26100   43225   43320,6013821400
4834,BELEN,Belén,Nariño,MARTES A SABADO,Carrera 3 N° 3 -77,22928   46019   46279,6013821400
1504,BELEN,Belén,Boyacá,MARTES A VIERNES Y      SÁBADO,Cra.5 No.6-11,28411   47016   47149   47160   47197   47277   47325   47346,6013821400
7510,BELEN DE LOS ANDAQUIES,Belén De Los Andaquíes,Caquetá,LUNES A VIERNES,Carrera 4 No. 4-42,49084   26258   49519,6013821400
5746,BELEN DE UMBRIA(Operando desde la oficina de Viterbo-Caldas),Belén de Umbria,Risaralda,MARTES A SABADO,Calle 9 No 7-34   Calle 8 No. 6-46,24981   43024   43174   43192   43199   43266   43312,6013821400
1351,BELLO,Bello,Antioquia,LUNES A VIERNES,Carrera 51 No. 51-47,24403   41090   41188   41378   41407   41542   41543   41575,6013821400
4890,BERRUECOS,Arboleda,Nariño,MARTES A SABADO,Barrio Centro Berruecos Casa Cural,22973   46101   46226,6013821400
1341,BETANIA,Betania,Antioquia,MARTES A SABADO,Cra.21 No.20-03,24122   41096   41341,6013821400
6027,BETULIA,Betulia,Santander,LUNES A VIERNES,Calle 6 N° 5-15,45022   27160   45388,6013821400
1506,BOAVITA,Boavita,Boyacá,LUNES A VIERNES,Cra.7 Calle 5 Local 107 Edificio del Gobierno Municipal,26113   47022   47235   47319,6013821400
4864,BOCAS DE SATINGA,Olaya Herrera,Nariño,LUNES A VIERNES,Calle las  Flores - Casco Urbano Olaya Herrera Bocas de Satinga - Nariño,22947   46035   46375   46467   46619,6013821400
5108,BOCHALEMA(Operando desde la oficina de  Cucuta-Norte Santander con el horario de Cucuta mientras dure la contingencia),Bochalema,Norte de Santander,LUNES A VIERNES,CALLE 10 No.5-50 Edificio Agrobancario,27690   45067   45134,6013821400
820,BOGOTA - AVENIDA CHILE,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Call 72 No. 10 - 51,21410   42111   42176   42343   42361   42562   42702   42703,6013821400
70,BOGOTA - AVENIDA JIMENEZ,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Calle 15 No.8-32,23400   42044   42173   42210   42211   42272   42290   42301   42365   42416   42417   42437   42480   42556   42601,6013821400
590,BOGOTA - BARRIO RESTREPO,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Cra.18 No.15-31/37/ 38 sur,21370   42062   42167   42228   42307   42338   42339   42415   42444   42728   42729,6013821400
360,BOGOTÀ - CALLE CIEN,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Calle 100 No.17 A - 11 edif. Tundanza,21350   42124   42171   42242   42266   42408   42473   42649,6013821400
230,BOGOTA - CAN,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,CALLE 44 No 54 - 82,21310   42115   42163   42227   42459   42499,6013821400
280,BOGOTA - CODABAS,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Cra. 7a No. 180-71/75 módulo 1 local 29,21115   42098   42251   42252   42578,6013821400
260,BOGOTA - CORABASTOS,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES Y SABADO,Cra. 86 No. 24 A 19 Sur Local D,21320   42116   42178   42229   42230   42316   42393   42436   42501   42502   42677,6013821400
3192,BOGOTA - GOBERNACION DE CUND.,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,CALLE 26 No.47-73 Edif.Gobernación de Cund.,21700   42016   42170   42317   42360,6013821400
250,BOGOTA - PALOQUEMAO,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Avenida Calle 19 N° 25 - 04,21361   42030   42186   42250   42310   42522   42608   42668,6013821400
850,BOGOTA - PUENTE ARANDA,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Calle 13 No. 60 - 60,21420   42095   42168   42275   42422   42438   42524   42706,6013821400
890,BOGOTA - USME,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,CALLE 137 B SUR No. 2 A -64,21440   42096   42367   42424   42489   42564   42586,6013821400
20,"BOGOTA CENTRO DE PAGOS, RECAUDOS Y DEPOSITOS JUDICIALES CHAPINERO","Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Carrera 13 No. 62 - 09,21990   42177   42531   42532   42607,6013821400
1342,BOLIVAR,Ciudad Bolívar,Antioquia,MARTES A SABADO,Carrera 51 N° 48-25,24440   41019   41322   41379   41438   41586   41682   41691,6013821400
6924,BOLIVAR,Bolívar,Valle del Cauca,LUNES A VIERNES,Calle 5 No.3 -61,26162   43045   43290   43329   43361,6013821400
2104,BOLIVAR,Bolívar,Cauca,MARTES A SABADO,Crrera 5 No.5-21,22330   46081   46341   46395   46424   46458   46552,6013821400
6029,BOLIVAR,Bolívar,Santander,LUNES A VIERNES,CRA. 3 N° 9-64,28680   47051   47230   47495   47532   47533,6013821400
1822,BOLIVIA (Corregimiento de l municipio de Pensilvania - Caldas),Pensilvania,Caldas,MARTES A SABADO,PLAZA PRINCIPAL - ESQUINA,26122   43076   43120   43148   43161   43220   43281   43310   43357,6013821400
2414,BOSCONIA,Bosconia,Cesar,LUNES A VIERNES,CALLE 18  Nº.19-67,25480   44029   44194   44231   44319   44357   44396,6013821400
3943,BRUSELAS (Corregimiento de Pitalito - Huila),Pitalito,Huila,MARTES A VIERNES Y      SÁBADO,Calle 5 N° 3 - 36,22830,6013821400
6001,BUCARAMANGA,Bucaramanga,Santander,LUNES A VIERNES,CALLE 35 No.17-30/34,27200   45002   45007   45080   45106   45128   45169   45218   45236   45237   45261   45262   45272   45279   45284   45294   45304   45312   45323   45325   45366   45400   45412   45413   45432   45442   45449   45456   45465   45478   45479   45486   45511   45514,6013821400
6963,BUENAVENTURA,Buenaventura,Valle del Cauca,LUNES A VIERNES,"Calle 1 Carrera 2 Esquina, Barrio Centro - Sector Isla (Calle 1 No. 2-51/2-59)",22680   22681   46061   46139   46193   46304   46325   46357   46380   46383   46474   46637,6013821400
2712,BUENAVISTA,Buenavista,Córdoba,LUNES A VIERNES,Carrera 12 N° 9 - 26,24364   41029   41376   41565,6013821400
5455,BUENAVISTA,Buenavista,Quindio,MARTES A SABADO,CALLE 2 No 3 - 30,26396   43351,6013821400
6305,BUENAVISTA,Buenavista,Sucre,LUNES A VIERNES,CALLE  8  Nº.  8-27,25166   44066   44306,6013821400
2128,BUENOS AIRES,Buenos Aires,Cauca,MARTES A SABADO,Carrera  1 con Calle 6,46068   22170   46220,6013821400
4866,BUESACO,Buesaco,Nariño,MARTES A SABADO,Carrera 3 No. 8 – 56 Centro - Parque Principal,22949   46085   46280   46285   46433   46542,6013821400
3111,CABRERA,Cabrera,Cundinamarca,LUNES A VIERNES,Carrera. 2 No.5-34,42121   21217   42521   42686,6013821400
4510,CABUYARO,Cabuyaro,Meta,LUNES A VIERNES,Centro,21110   42108   42552,6013821400
3115,CACHIPAY,Cachipay,Cundinamarca,LUNES A VIERNES,Calle 4 No. 5-34/40,42054   21221   42322   42682,6013821400
5121,CACHIRA,Cachirá,Norte de Santander,MARTES A VIERNES Y      SÁBADO,CRA. 7 N° 5-29 Parque Principal,45079   27126   45186   45293,6013821400
5119,CACOTA,Cácota,Norte de Santander,MARTES A SABADO,CALLE 4 N° 2-76,45068   27124   45184,6013821400
1354,CAICEDO,Caicedo,Antioquia,MARTES A SABADO,Calle 5 No.4-29 PARQUE PRINCIPAL,24134   41133   41413   41549   41554   41577,6013821400
5412,CAICEDONIA,Caicedonia,Valle del Cauca,MARTES A VIERNES Y      SÁBADO,Carrera 15 N° 8 - 20/26,26096   43062   43204   43216   43257   43286   43323,6013821400
6310,CAIMITO,Caimito,Sucre,LUNES A VIERNES,PLAZA PRINCIPAL,25168   44110   44281   44403   44423,6013821400
6607,CAJAMARCA,Cajamarca,Tolima,LUNES A VIERNES,Carrera 8 No. 6-56 Parque Principal,28810   49109   49171   49209   49376   49454   49651,6013821400
2105,CAJIBIO,Cajibío,Cauca,MARTES A VIERNES Y      SÁBADO,Parque Principal,46041   26229   46153   46176   46400   46515,6013821400
1216,CALAMAR,Calamar,Bolívar,LUNES A VIERNES,Carrera 2 No.20-07      20-70,25102   44101   44185,6013821400
5410,CALARCA,Calarca,Quindio,LUNES A VIERNES,CRA 24 No 39 -36,26400   43016   43105   43153   43273   43364,6013821400
1375,CALDAS,Caldas,Antioquia,LUNES A VIERNES,Calle 130 Sur No. 50-44/50,24182   24183   41008   41076   41270   41287   41302   41483   41720,6013821400
2110,CALDONO,Caldono,Cauca,MARTES A SABADO,Calle Principal - Barrio Bolivar,46042   22350   46212   46455   46516,6013821400
6915,CALI  AVENIDA TERCERA NORTE,Cali,Valle del Cauca,LUNES A VIERNES,Avenida. 3a. Norte No.40 N -08 Barrio Vipasa,22037   22038   46007   46022   46149   46170   46265   46308   46413   46488,6013821400
6925,CALI  PASOANCHO,Cali,Valle del Cauca,LUNES A VIERNES,Calle 13 (Av. Pasoancho) No. 73 / 104 - 108,22033   46088   46150   46181   46307   46334   46533   46571   46603,6013821400
6903,CALI SUCURSAL,Cali,Valle del Cauca,LUNES A VIERNES,Calle 11 No.5-28,46021   46004   46026   46148   46202   46205   46261   46262   46390   46448   46505   46569   22000   46131   46231   46237   46245   46268   46363   46450   46478   46500   46532   46540   46557   46600,6013821400
2118,CALOTO,Caloto,Cauca,MARTES A SABADO,Calle 12 No.3-62,22160   46066   46309   46513   46570   46579   46580,6013821400
1361,CAMPAMENTO,Campamento,Antioquia,LUNES A VIERNES,Calle 10 No. 10-06,41054   24139   41278,6013821400
1626,CAMPO DE LA CRUZ,Campo De La Cruz,Atlántico,LUNES A VIERNES,Calle  9  Cra. 11-04,25410   44075   44470   44495,6013821400
3914,CAMPOALEGRE,Campolegre,Huila,LUNES A VIERNES,Calle 18 No. 7 - 32,24989   49048   49202   49255   49372   49638   49696,6013821400
1509,CAMPOHERMOSO,Campohermoso,Boyacá,LUNES A VIERNES,Carrera 5 No. 2 – 03/07,28151   47074   47422,6013821400
2717,CANALETE,Canalete,Córdoba,LUNES A VIERNES,Diagonal al parque,24369   41085   41500,6013821400
1654,CANDELARIA,Candelaria,Atlántico,LUNES A VIERNES,Calle  12 N°11-31,25123   44051   44139,6013821400
6971,CANDELARIA,Candelaria,Valle del Cauca,LUNES A VIERNES,CARREA 8 N° 10-39,22710   46008   46024   46175   46252   46477   46537,6013821400
6975,CANDELARIA - CAVASA,Candelaria,Valle del Cauca,LUNES A VIERNES,Kilómetro 11 vía Cali - Candelaria / Central de Abastecimiento del Valle del Cauca S.A. - CAVASA,22082   46120   46269   46599,6013821400
1362,CAÑASGORDAS,Cañasgordas,Antioquia,MARTES A SABADO,Carrera 31 No. 30-49 primer piso - Parque Principal,24530   41038   41210   41240   41248   41479   41692,6013821400
3117,CAPARRAPI,Caparrapí,Cundinamarca,MARTES A SABADO,Carrera. 4 No. 7-25,42031   21530   42279   42395   42442   42536   42743,6013821400
6033,CAPITANEJO,Capitanejo,Santander,LUNES A VIERNES,CRA. 4 N° 5-39/43,27164   47052   47177   47331,6013821400
3114,CAQUEZA,Caqueza,Cundinamarca,LUNES A VIERNES,Carrera 5 No. 2-18,21520   42067   42326   42362   42381   42406   42493   42543   42602,6013821400
1410,CARACOLI,Caracolí,Antioquia,MARTES A SABADO,Calle 21 No.20B-23 Calle la Bácula,24165   41063   41223,6013821400
1412,CARAMANTA,Caramanta,Antioquia,MARTES A SABADO,Cra. 20 No.19-02,24167   41065   41702,6013821400
6035,CARCASI,Carcasí,Santander,LUNES A VIERNES,Carrera 2 N° 3-47,27166   47393   47433,6013821400
6640,CARMEN DE APICALA,Carmen De Apicalá,Tolima,LUNES A VIERNES,Carrera 6 N° 2 – 65,26244   49051   49268   49282   49300   49415   49647,6013821400
3315,CARMEN DE ATRATO,El Carmen De Atrato,Chocó,MARTES A SABADO,Carrera 5 No. 5 - 15 Pqrque Principal.,41166   24968   41638,6013821400
3127,CARMEN DE CARUPA,Carmen De Carupa,Cundinamarca,LUNES A VIERNES,Calle 2  N° 1 – 03,42034   21233   42219   42259   42617,6013821400
1374,CARMEN DE VIBORAL,El Carmen De Viboral,Antioquia,MARTES A VIERNES Y      SÁBADO,Carrera 30 No.31-64,41153   24590   41368   41417   41557   41583   41607   41688,6013821400
1414,CAROLINA,Carolina,Antioquia,MARTES A SABADO,Calle 49 No.50-20,24169   41161   41357,6013821400
1207,CARTAGENA,Cartagena,Bolívar,LUNES A VIERNES,"Calle del Arsenal - Calle 24 No. 8B-165 Barrio Getsemani - Oficina y el Centro de Pagos y la Unidad de Depósitos Judiciales en la Calle Larga, Calle 25 No. 8B-162 Barrio Getsemani.",25300   25301   25302   25303   44007   44073   44118   44164   44221   44238   44239   44241   44362   44364   44393   44434   44440   44443   44461   44469   44489   44493,6013821400
7514,CARTAGENA DEL CHAIRA,Cartagena Del Chairá,Caquetá,LUNES A VIERNES,"Cra. 2 Calle 3, Centro Comercial el Palmar. Locales 2,19 y20",49027   28505   49210   49315   49328   49387   49655,6013821400
6978,CARTAGO,Cartago,Valle del Cauca,LUNES A VIERNES,Calle 11 No. 4-71 / 4-79,21732   21733   21734   43012   43044   43114   43126   43206   43262   43294   43331   43366,6013821400
6626,CASABIANCA,Casabianca,Tolima,MARTES A VIERNES Y      SÁBADO,Calle 3 No.2-43 Costado  Norte Parque Principal,49069   25989   49303,6013821400
4509,CASTILLA LA NUEVA,Castilla La Nueva,Meta,LUNES A VIERNES,Carrera 8 No. 5 – 41/43 Centro,21770   42126   42378   42695,6013821400
1321,CAUCASIA,Caucasia,Antioquia,LUNES A VIERNES,Carrera 20 No. 3 - 76 Centro Comercial Cauca Centro  - Locales 101 - 102 - 103 - 125 - 126 Barrio Nueva Estrella,24101   41012   41017   41190   41369   41451   41475   41584   41612   41625   41712,6013821400
6012,CENTRAL DE ABASTOS BUCARAMANGA,Bucaramanga,Santander,MARTES A SABADO,VIA PALENQUE CAFÉ MADRID  # 44-96 CENTRAL DE ABASTOS BUCARAMANGA LOCAL 1A BODEGA 13,27215   45081   45189   45197   45317   45495   45523,6013821400
5113,CENTRAL DE ABASTOS CUCUTA,Cúcuta,Norte de Santander,MARTES A SABADO,CENABASTOS CUCUTA Galpón G local 7  y 18,27293   45088   45292   45396   45404   45472,6013821400
3916,CENTRAL DE ABASTOS NEIVA,Neiva,Huila,MARTES A SABADO,CALLE 38 SUR No. 3-50 BODG. F101 Y F118 BLOQUE F,28407   49034   49167   49224   49257   49266   49422   49460   49560   49597,6013821400
5704,CENTRAL DE ABASTOS PEREIRA,Pereira,Risaralda,LUNES A VIERNES,CENTRAL MAYORISTA MERCASA Comuna Villa Olímpica – LOCAL B2,26486   43064   43165   43190   43194,6013821400
6315,CENTRAL DE ABASTOS SINCELEJO,Sincelejo,Sucre,LUNES A VIERNES,Calle 38 N°19-232 Local C11 Sector Ma-B1,25200   44044   44156   44325   44352,6013821400
10,CENTRO DE NEGOCIOS BOGOTA CENTRO,"Bogotá, D.C.",Bogotá D.C,LUNES A VIERNES,Calle 12 c 8-35,21290   21291   21292   42172   42184   42185   42248   42249   42315   42392   42456   42457   42606   42675   42676,6013821400
1323,CENTRO DE NEGOCIOS MEDELLIN CARABOBO,Medellín,Antioquia,LUNES A VIERNES,Cra.52 No.50-37,23553   41192   41220   41288   41424   41489   41490,6013821400
2715,CERETE,Cereté,Córdoba,LUNES A VIERNES,Calle 13 A No.9-65,24870   41140   41244   41265   41314   41432   41455   41538   41567   41636,6013821400
6037,CERRITO,Cerrito,Santander,LUNES A VIERNES,CALLE 8 N° 5-13,45091   27168   45152   45298,6013821400
4203,CERRO DE SAN ANTONIO,Cerro San Antonio,Magdalena,LUNES A VIERNES,Calle   5    Nº. 4-41  Calle Principal - Barrio el Centro,25147   44055   44150   44513,6013821400
4845,CHACHAGÜI,Chachagüi,Nariño,MARTES A VIERNES Y      SÁBADO,Calle 3 N° 4 – 71,22441   46116   46162   46546   46591,6013821400
3120,CHAGUANI,Chaguaní,Cundinamarca,LUNES A VIERNES,Carrera 4 No. 3-01  Esquina,21230   42057   42683,6013821400
6613,CHAPARRAL,Chaparral,Tolima,LUNES A VIERNES,Carrera 9 No. 10 - 30  Barrio el Centro,26234   49124   49194   49206   49242   49246   49380   49465   49483,6013821400
6014,CHARALÁ,Charalá,Santander,LUNES A VIERNES,Calle 24 No. 14 - 02,27092   45033   45190   45281   45344   45433,6013821400
920,CHIA,Chía,Cundinamarca,LUNES A VIERNES,Carrera 10 No.8-13,21462   42112   42289   42520   42636   42659   42708,6013821400
1325,CHIGORODO,Chigorodó,Antioquia,LUNES A VIERNES,CALLE 97 No. 102-30,24390   41110   41350   41460   41476   41580   41652   41667   41713,6013821400
2721,CHIMA,Chimá,Córdoba,LUNES A VIERNES,Carrera 4 N° 11 - 18,24371   41165   41501,6013821400
6045,CHIMA,Chima,Santander,LUNES A VIERNES,Calle 5 No.6-01 Parque Central,27174   45073   45343,6013821400
2416,CHIMICHAGUA,Chimichagua,Cesar,LUNES A VIERNES,Calle 5 No. 4-02/ 06,25131   44041   44179   44418   44463   44499,6013821400
